_startDate,_endDate,_value
2020-04-12 00:22:06 +0200,2020-04-12 00:22:09 +0200,0.01242
2020-04-12 10:15:16 +0200,2020-04-12 10:15:19 +0200,0.0036
2020-04-12 10:52:44 +0200,2020-04-12 10:53:57 +0200,0.042
2020-04-12 11:09:28 +0200,2020-04-12 11:13:35 +0200,0.07163
2020-04-12 11:33:04 +0200,2020-04-12 11:35:46 +0200,0.026639999999999997
2020-04-12 12:16:52 +0200,2020-04-12 12:26:51 +0200,0.08071
2020-04-12 12:26:51 +0200,2020-04-12 12:36:23 +0200,0.40187
2020-04-12 12:37:03 +0200,2020-04-12 12:40:30 +0200,0.16683
2020-04-12 14:07:55 +0200,2020-04-12 14:07:57 +0200,0.00352
2020-04-12 14:36:13 +0200,2020-04-12 14:36:18 +0200,0.00636
2020-04-12 14:46:39 +0200,2020-04-12 14:52:34 +0200,0.027880000000000002
2020-04-12 14:57:19 +0200,2020-04-12 14:57:29 +0200,0.01139
2020-04-12 15:56:40 +0200,2020-04-12 15:56:42 +0200,0.0099
2020-04-12 16:25:14 +0200,2020-04-12 16:35:13 +0200,0.43578999999999996
2020-04-12 16:35:13 +0200,2020-04-12 16:42:59 +0200,0.34564
2020-04-12 16:51:36 +0200,2020-04-12 16:54:51 +0200,0.13105999999999998
2020-04-12 18:13:40 +0200,2020-04-12 18:13:43 +0200,0.00344
2020-04-12 18:26:06 +0200,2020-04-12 18:33:35 +0200,0.030910000000000003
2020-04-12 18:37:00 +0200,2020-04-12 18:40:27 +0200,0.14107999999999998
2020-04-12 18:47:41 +0200,2020-04-12 18:56:45 +0200,0.58482
2020-04-12 19:02:24 +0200,2020-04-12 19:02:32 +0200,0.018580000000000003
2020-04-12 19:29:25 +0200,2020-04-12 19:39:24 +0200,0.07833999999999999
2020-04-12 19:56:17 +0200,2020-04-12 19:56:52 +0200,0.02286
2020-04-12 21:07:05 +0200,2020-04-12 21:09:03 +0200,0.0255
2020-04-13 00:20:52 +0200,2020-04-13 00:22:00 +0200,0.018080000000000002
2020-04-13 10:38:00 +0200,2020-04-13 10:45:52 +0200,0.06397
2020-04-13 11:00:33 +0200,2020-04-13 11:04:15 +0200,0.02632
2020-04-13 11:41:52 +0200,2020-04-13 11:48:41 +0200,0.0307
2020-04-13 11:52:43 +0200,2020-04-13 11:57:50 +0200,0.04798
2020-04-13 16:09:21 +0200,2020-04-13 16:17:18 +0200,0.06927
2020-04-13 16:26:04 +0200,2020-04-13 16:26:07 +0200,0.0071
2020-04-13 18:07:55 +0200,2020-04-13 18:08:30 +0200,0.010459999999999999
2020-04-13 18:58:34 +0200,2020-04-13 18:58:37 +0200,0.00292
2020-04-13 19:26:03 +0200,2020-04-13 19:26:08 +0200,0.00778
2020-04-13 20:07:19 +0200,2020-04-13 20:07:31 +0200,0.0068
2020-04-13 22:42:32 +0200,2020-04-13 22:51:44 +0200,0.00626
2020-04-13 22:52:51 +0200,2020-04-13 23:01:59 +0200,0.09869
2020-04-13 23:03:28 +0200,2020-04-13 23:03:46 +0200,0.01925
2020-04-14 00:02:09 +0200,2020-04-14 00:02:11 +0200,0.008140000000000001
2020-04-14 09:56:48 +0200,2020-04-14 09:58:51 +0200,0.014480000000000002
2020-04-14 11:58:32 +0200,2020-04-14 12:00:51 +0200,0.025830000000000002
2020-04-14 12:16:12 +0200,2020-04-14 12:21:54 +0200,0.03386
2020-04-14 12:33:25 +0200,2020-04-14 12:43:10 +0200,0.019540000000000002
2020-04-14 12:59:18 +0200,2020-04-14 13:07:08 +0200,0.052000000000000005
2020-04-14 14:45:47 +0200,2020-04-14 14:47:17 +0200,0.033819999999999996
2020-04-14 14:58:18 +0200,2020-04-14 15:06:48 +0200,0.07926
2020-04-14 15:10:05 +0200,2020-04-14 15:10:55 +0200,0.03269
2020-04-14 15:24:09 +0200,2020-04-14 15:28:03 +0200,0.038919999999999996
2020-04-14 15:34:38 +0200,2020-04-14 15:44:37 +0200,0.47142
2020-04-14 15:44:37 +0200,2020-04-14 15:54:38 +0200,0.73293
2020-04-14 15:54:38 +0200,2020-04-14 16:02:07 +0200,0.47783000000000003
2020-04-14 16:04:39 +0200,2020-04-14 16:08:58 +0200,0.02143
2020-04-14 16:17:22 +0200,2020-04-14 16:27:21 +0200,0.23123000000000002
2020-04-14 16:27:21 +0200,2020-04-14 16:37:20 +0200,0.14981
2020-04-14 16:37:20 +0200,2020-04-14 16:37:55 +0200,0.03481
2020-04-14 17:51:50 +0200,2020-04-14 17:54:30 +0200,0.12996
2020-04-14 19:32:34 +0200,2020-04-14 19:42:30 +0200,0.46307
2020-04-14 19:42:48 +0200,2020-04-14 19:52:04 +0200,0.39411
2020-04-14 19:58:34 +0200,2020-04-14 20:06:18 +0200,0.0656
2020-04-14 20:21:42 +0200,2020-04-14 20:22:01 +0200,0.02359
2020-04-14 21:25:32 +0200,2020-04-14 21:27:14 +0200,0.08594
2020-04-14 21:38:46 +0200,2020-04-14 21:41:40 +0200,0.04712
2020-04-15 00:03:49 +0200,2020-04-15 00:06:01 +0200,0.12579
2020-04-15 09:03:51 +0200,2020-04-15 09:03:56 +0200,0.007940000000000001
2020-04-15 10:06:52 +0200,2020-04-15 10:07:09 +0200,0.02134
2020-04-15 10:44:26 +0200,2020-04-15 10:51:23 +0200,0.07652
2020-04-15 13:49:03 +0200,2020-04-15 13:49:28 +0200,0.03222
2020-04-15 14:37:37 +0200,2020-04-15 14:38:05 +0200,0.020819999999999998
2020-04-15 15:43:00 +0200,2020-04-15 15:49:37 +0200,0.04654
2020-04-15 15:56:29 +0200,2020-04-15 16:06:28 +0200,0.13542
2020-04-15 16:06:28 +0200,2020-04-15 16:16:29 +0200,0.58709
2020-04-15 16:16:29 +0200,2020-04-15 16:24:26 +0200,0.31958000000000003
2020-04-15 16:28:15 +0200,2020-04-15 16:38:14 +0200,0.62783
2020-04-15 16:38:14 +0200,2020-04-15 16:45:16 +0200,0.46399999999999997
2020-04-15 16:48:53 +0200,2020-04-15 16:58:54 +0200,0.46866
2020-04-15 16:59:04 +0200,2020-04-15 17:07:36 +0200,0.15178
2020-04-15 17:18:55 +0200,2020-04-15 17:28:56 +0200,0.442396
2020-04-15 17:28:56 +0200,2020-04-15 17:38:57 +0200,0.46598900000000004
2020-04-15 17:38:57 +0200,2020-04-15 17:48:53 +0200,0.30018
2020-04-15 17:49:13 +0200,2020-04-15 17:54:20 +0200,0.16945
2020-04-15 18:08:46 +0200,2020-04-15 18:17:30 +0200,0.25117
2020-04-15 18:19:25 +0200,2020-04-15 18:28:31 +0200,0.36721
2020-04-15 18:32:01 +0200,2020-04-15 18:34:21 +0200,0.13037
2020-04-15 20:23:50 +0200,2020-04-15 20:32:37 +0200,0.50063
2020-04-15 20:38:16 +0200,2020-04-15 20:48:12 +0200,0.26414
2020-04-15 20:48:22 +0200,2020-04-15 20:54:29 +0200,0.07511
2020-04-15 21:01:35 +0200,2020-04-15 21:08:46 +0200,0.19478
2020-04-15 21:12:53 +0200,2020-04-15 21:14:28 +0200,0.03494
2020-04-15 23:46:53 +0200,2020-04-15 23:47:38 +0200,0.04394
2020-04-16 10:36:06 +0200,2020-04-16 10:40:08 +0200,0.04183
2020-04-16 11:02:51 +0200,2020-04-16 11:02:54 +0200,0.0018
2020-04-16 11:18:40 +0200,2020-04-16 11:26:21 +0200,0.01706
2020-04-16 11:46:54 +0200,2020-04-16 11:52:11 +0200,0.03657
2020-04-16 12:24:08 +0200,2020-04-16 12:24:10 +0200,0.0069
2020-04-16 12:58:08 +0200,2020-04-16 12:58:11 +0200,0.0048
2020-04-16 13:25:23 +0200,2020-04-16 13:27:48 +0200,0.01318
2020-04-16 13:42:07 +0200,2020-04-16 13:42:22 +0200,0.02197
2020-04-16 15:33:16 +0200,2020-04-16 15:33:31 +0200,0.01488
2020-04-16 16:12:34 +0200,2020-04-16 16:22:33 +0200,0.20535
2020-04-16 16:22:51 +0200,2020-04-16 16:32:50 +0200,0.22943000000000002
2020-04-16 16:32:50 +0200,2020-04-16 16:40:59 +0200,0.18323
2020-04-16 16:42:51 +0200,2020-04-16 16:43:51 +0200,0.03597
2020-04-16 16:54:23 +0200,2020-04-16 17:04:22 +0200,0.09848
2020-04-16 17:04:22 +0200,2020-04-16 17:14:22 +0200,0.41863
2020-04-16 17:14:22 +0200,2020-04-16 17:18:34 +0200,0.05382000000000001
2020-04-16 17:24:53 +0200,2020-04-16 17:34:20 +0200,0.46474
2020-04-16 17:52:30 +0200,2020-04-16 18:01:15 +0200,0.07574
2020-04-16 18:15:11 +0200,2020-04-16 18:19:26 +0200,0.01644
2020-04-16 18:22:55 +0200,2020-04-16 18:32:12 +0200,0.045360000000000004
2020-04-16 18:33:52 +0200,2020-04-16 18:34:24 +0200,0.02543
2020-04-16 18:44:11 +0200,2020-04-16 18:52:28 +0200,0.060270000000000004
2020-04-16 18:56:25 +0200,2020-04-16 19:06:24 +0200,0.32239
2020-04-16 19:06:24 +0200,2020-04-16 19:11:58 +0200,0.22405
2020-04-16 23:51:35 +0200,2020-04-17 00:01:34 +0200,0.09534
2020-04-17 00:01:34 +0200,2020-04-17 00:05:04 +0200,0.09197000000000001
2020-04-17 00:19:08 +0200,2020-04-17 00:19:13 +0200,0.01292
2020-04-17 00:30:32 +0200,2020-04-17 00:32:06 +0200,0.0345
2020-04-17 00:47:40 +0200,2020-04-17 00:56:39 +0200,0.02513
2020-04-17 00:58:14 +0200,2020-04-17 00:58:32 +0200,0.0146
2020-04-17 01:10:38 +0200,2020-04-17 01:17:23 +0200,0.07132000000000001
2020-04-17 01:21:55 +0200,2020-04-17 01:24:58 +0200,0.027719999999999998
2020-04-17 09:00:55 +0200,2020-04-17 09:00:57 +0200,0.011040000000000001
2020-04-17 10:56:07 +0200,2020-04-17 11:04:24 +0200,0.12634
2020-04-17 11:07:20 +0200,2020-04-17 11:15:35 +0200,0.38944
2020-04-17 11:19:10 +0200,2020-04-17 11:28:49 +0200,0.21818
2020-04-17 11:29:14 +0200,2020-04-17 11:39:13 +0200,0.33737
2020-04-17 11:39:13 +0200,2020-04-17 11:39:33 +0200,0.016040000000000002
2020-04-17 12:51:49 +0200,2020-04-17 12:52:52 +0200,0.035789999999999995
2020-04-17 13:04:30 +0200,2020-04-17 13:04:32 +0200,0.004079999999999999
2020-04-17 13:23:38 +0200,2020-04-17 13:33:35 +0200,0.52671
2020-04-17 13:33:37 +0200,2020-04-17 13:43:37 +0200,0.3474
2020-04-17 13:43:37 +0200,2020-04-17 13:53:18 +0200,0.47772
2020-04-17 13:53:38 +0200,2020-04-17 13:59:48 +0200,0.11852
2020-04-17 14:33:32 +0200,2020-04-17 14:39:02 +0200,0.04915
2020-04-17 14:43:44 +0200,2020-04-17 14:45:51 +0200,0.10313
2020-04-17 16:09:14 +0200,2020-04-17 16:09:16 +0200,0.011359999999999999
2020-04-17 16:45:15 +0200,2020-04-17 16:55:14 +0200,0.37537
2020-04-17 16:55:14 +0200,2020-04-17 17:05:13 +0200,0.38906999999999997
2020-04-17 17:05:13 +0200,2020-04-17 17:10:12 +0200,0.25955
2020-04-17 18:23:25 +0200,2020-04-17 18:33:25 +0200,0.043539999999999995
2020-04-17 18:33:25 +0200,2020-04-17 18:41:49 +0200,0.22116
2020-04-17 18:49:59 +0200,2020-04-17 18:57:16 +0200,0.08154
2020-04-17 19:12:13 +0200,2020-04-17 19:17:35 +0200,0.24718
2020-04-17 19:39:53 +0200,2020-04-17 19:49:52 +0200,0.11364
2020-04-17 19:51:34 +0200,2020-04-17 19:52:24 +0200,0.023790000000000002
2020-04-17 20:01:41 +0200,2020-04-17 20:10:10 +0200,0.04318
2020-04-17 20:16:12 +0200,2020-04-17 20:25:43 +0200,0.10439000000000001
2020-04-17 20:29:40 +0200,2020-04-17 20:35:32 +0200,0.05683
